load,method,snapshot,class,admitted_traffic,demand,fulfill_ratio,oracle_admitted_traffic,norm_fulfill,raw_mlu,oracle_mlu,normalized_mlu,disabled_flow,admitted_capacity_ratio
2x,Hattrick,408,Medium,22.00547981262207,38.27203369140625,0.5749754309654236,23.525959014892578,0.935370147228241,1.000000238418579,2.8825292587280273,0.34691762924194336,0.0,1.000000238418579
2x,Hattrick,409,Medium,22.17841339111328,39.09888458251953,0.5672390460968018,23.645050048828125,0.9379727840423584,1.0,2.8395140171051025,0.35217294096946716,0.0,1.0
2x,Hattrick,410,Medium,22.596683502197266,40.30673599243164,0.5606180429458618,24.242855072021484,0.9320966005325317,1.0,2.789792060852051,0.35844966769218445,0.0,1.0
2x,Hattrick,411,Medium,22.571868896484375,39.041133880615234,0.578156054019928,23.971168518066406,0.941625714302063,1.000000238418579,2.7802321910858154,0.35968226194381714,0.0,1.000000238418579
2x,Hattrick,412,Medium,22.091276168823242,38.23073196411133,0.5778408050537109,23.908977508544922,0.9239740967750549,1.000000238418579,2.905379295349121,0.34418922662734985,0.0,1.000000238418579
2x,Hattrick,413,Medium,22.470170974731445,37.70672607421875,0.5959194302558899,23.952991485595703,0.9380945563316345,1.0,2.9069035053253174,0.3440086543560028,0.0,1.0
2x,Hattrick,414,Medium,22.82077980041504,37.231597900390625,0.6129412055015564,24.28360366821289,0.9397608637809753,1.0,2.6250622272491455,0.3809433579444885,0.0,1.0
2x,Hattrick,415,Medium,22.610157012939453,36.871315002441406,0.6132180690765381,23.990734100341797,0.9424537420272827,1.0,2.670602321624756,0.37444737553596497,0.0,1.0
2x,Hattrick,416,Medium,21.84484100341797,35.235679626464844,0.6199636459350586,23.401611328125,0.933475911617279,1.0000001192092896,2.607057571411133,0.3835742473602295,0.0,1.0000001192092896
2x,Hattrick,417,Medium,22.87748908996582,36.291194915771484,0.6303867697715759,24.514312744140625,0.9332298636436462,1.0,2.5750222206115723,0.3883461654186249,0.0,1.0
